CustomerID,Recency,Frequency,Monetary,Profit,R_score,F_score,M_score,Segment,CLV
13328,95,1,1308.48,523.392,1,1,4,Regular,1308.48
13329,133,3,255.59999999999997,102.24000000000001,1,3,2,At Risk,766.8
13330,95,1,335.82,134.328,1,1,2,Regular,335.82
13334,85,1,1637.19,654.876,2,1,4,Regular,1637.19
13340,56,1,3678.03,1471.212,2,1,4,Regular,3678.03
13341,40,1,775.85,310.34,3,1,3,Regular,775.85
13344,57,1,1656.15,662.46,2,1,4,Regular,1656.15
13345,56,2,377.6,151.04,2,2,2,Regular,755.2
13357,36,1,609.4,243.76000000000002,3,1,3,Regular,609.4
13358,48,1,439.03,175.612,2,1,3,Regular,439.03
13362,25,2,1581.53,632.6120000000001,3,2,4,Regular,3163.06
13368,36,2,623.4,249.36,3,2,3,Regular,1246.8
13369,133,2,263.75,105.5,1,2,2,At Risk,527.5
13370,145,2,721.32,288.528,1,2,3,At Risk,1442.64
13373,55,1,987.7,395.08000000000004,2,1,4,Regular,987.7
13376,13,1,376.0,150.4,4,1,2,Regular,376.0
13381,78,1,416.11,166.444,2,1,3,Regular,416.11
13382,60,1,222.99,89.196,2,1,2,Regular,222.99
13385,109,1,534.57,213.828,1,1,3,At Risk,534.57
13389,11,1,257.89,103.156,4,1,2,Regular,257.89
13394,46,2,634.1800000000001,253.67200000000003,2,2,3,Regular,1268.3600000000001
13396,92,2,370.92,148.36800000000002,1,2,2,Regular,741.84
13397,73,2,601.77,240.70800000000003,2,2,3,Regular,1203.54
13402,151,1,308.28000000000003,123.31200000000001,1,1,2,At Risk,308.28000000000003
13405,97,1,160.05,64.02000000000001,1,1,1,Regular,160.05
13408,4,23,9149.94,3659.976,4,4,4,VIP,210448.62000000002
13410,42,3,398.78999999999996,159.516,3,3,2,Regular,1196.37
13414,75,1,390.0,156.0,2,1,2,Regular,390.0
13418,28,7,1938.11,775.244,3,4,4,VIP,13566.769999999999
13421,69,2,822.94,329.176,2,2,3,Regular,1645.88
13425,74,1,401.57,160.62800000000001,2,1,2,Regular,401.57
13426,17,4,1285.02,514.008,4,4,4,Loyal,5140.08
13439,34,1,283.71,113.484,3,1,2,Regular,283.71
13448,140,5,788.5400000000001,315.416,1,4,3,Loyal,3942.7000000000003
13451,48,3,906.62,362.648,2,3,4,Regular,2719.86
13452,38,2,590.0,236.0,3,2,3,Regular,1180.0
13453,69,1,185.0,74.0,2,1,1,Regular,185.0
13455,108,2,650.9,260.36,1,2,3,At Risk,1301.8
13458,15,10,5136.81,2054.724,4,4,4,VIP,51368.100000000006
13462,32,1,151.5,60.6,3,1,1,Regular,151.5
13468,5,18,3116.12,1246.448,4,4,4,VIP,56090.159999999996
13473,109,2,236.16,94.464,1,2,2,At Risk,472.32
13474,15,1,226.84,90.736,4,1,2,Regular,226.84
13475,41,2,906.52,362.608,3,2,4,Regular,1813.04
13476,53,2,706.9,282.76,2,2,3,Regular,1413.8
13477,35,3,172.35,68.94,3,3,1,Regular,517.05
13479,14,1,144.35,57.739999999999995,4,1,1,Regular,144.35
13481,29,3,652.53,261.012,3,3,3,Regular,1957.59
13482,11,1,184.64,73.856,4,1,1,Regular,184.64
13484,20,1,313.8,125.52000000000001,4,1,2,Regular,313.8
13485,12,1,454.24,181.696,4,1,3,Regular,454.24
13487,132,1,193.15,77.26,1,1,1,At Risk,193.15
13488,33,6,4101.81,1640.724,3,4,4,VIP,24610.86
13489,68,2,235.68,94.272,2,2,2,Regular,471.36
13491,26,8,1031.63,412.65200000000004,3,4,4,VIP,8253.04
13493,54,2,618.63,247.452,2,2,3,Regular,1237.26
13494,91,1,316.26000000000005,126.504,1,1,2,Regular,316.26000000000005
13495,11,4,1017.6800000000001,407.072,4,4,4,Loyal,4070.7200000000003
13496,137,2,465.61,186.24400000000003,1,2,3,At Risk,931.22
13497,62,3,321.05,128.42000000000002,2,3,2,Regular,963.1500000000001
13499,4,2,463.79,185.51600000000002,4,2,3,Regular,927.58
13501,22,2,1310.47,524.188,3,2,4,Regular,2620.94
13502,54,2,189.16,75.664,2,2,1,Regular,378.32
13505,0,2,966.89,386.75600000000003,4,2,4,Regular,1933.78
13506,91,3,452.82,181.12800000000001,1,3,3,Regular,1358.46
13508,23,1,110.97,44.388000000000005,3,1,1,Regular,110.97
13509,33,3,650.02,260.008,3,3,3,Regular,1950.06
13512,40,1,251.21,100.48400000000001,3,1,2,Regular,251.21
13515,27,1,203.4,81.36000000000001,3,1,1,Regular,203.4
13516,18,1,146.0,58.400000000000006,4,1,1,Regular,146.0
13520,38,3,1479.3,591.72,3,3,4,Regular,4437.9
13523,145,1,566.95,226.78,1,1,3,At Risk,566.95
13525,27,1,282.88,113.152,3,1,2,Regular,282.88
13527,106,1,110.45,44.18,1,1,1,At Risk,110.45
13531,145,1,305.45,122.18,1,1,2,At Risk,305.45
13533,46,2,144.94,57.976,2,3,1,Regular,289.88
13534,4,22,1878.04,751.216,4,4,4,VIP,41316.88
13538,54,2,504.3,201.72,2,3,3,Regular,1008.6
13539,19,3,290.15,116.06,4,3,2,Regular,870.4499999999999
13544,19,1,113.01,45.20400000000001,4,1,1,Regular,113.01
13548,23,1,281.01,112.40400000000001,3,1,2,Regular,281.01
13549,21,1,183.5,73.4,4,1,1,Regular,183.5
13551,98,1,91.80000000000001,36.72,1,1,1,Regular,91.80000000000001
13552,36,3,782.75,313.1,3,3,3,Regular,2348.25
13557,59,1,240.68,96.27199999999999,2,1,2,Regular,240.68
13562,24,1,603.27,241.30800000000002,3,1,3,Regular,603.27
13564,133,2,1174.03,469.612,1,3,4,At Risk,2348.06
13565,113,1,110.17999999999999,44.071999999999996,1,1,1,At Risk,110.17999999999999
13569,146,1,109.82000000000001,43.928000000000004,1,1,1,At Risk,109.82000000000001
13570,22,1,239.49,95.79599999999999,3,1,2,Regular,239.49
13571,5,2,272.01,108.804,4,3,2,Regular,544.02
13573,32,1,31.770000000000003,12.708,3,1,1,Regular,31.770000000000003
13576,13,7,2432.87,973.1480000000001,4,4,4,VIP,17030.09
13577,21,1,356.75,142.70000000000002,4,1,2,Regular,356.75
13579,148,1,164.70000000000002,65.88000000000001,1,1,1,At Risk,164.70000000000002
13581,88,1,118.0,47.2,2,1,1,Regular,118.0
13584,85,1,142.4,56.96,2,1,1,Regular,142.4
13588,34,1,113.30000000000001,45.32,3,1,1,Regular,113.30000000000001
13590,18,2,610.48,244.192,4,3,3,Regular,1220.96
13591,45,1,462.2,184.88,2,1,3,Regular,462.2
13592,43,1,76.72,30.688000000000002,3,1,1,Regular,76.72
13593,42,4,950.95,380.38000000000005,3,4,4,Loyal,3803.8
13599,21,12,1566.18,626.472,4,4,4,VIP,18794.16
13600,91,1,219.52,87.808,1,1,2,Regular,219.52
13606,22,2,246.63,98.652,3,3,2,Regular,493.26
13610,22,3,334.72,133.888,3,3,2,Regular,1004.1600000000001
13611,139,1,303.15000000000003,121.26,1,1,2,At Risk,303.15000000000003
13614,109,1,205.75,82.3,1,1,1,At Risk,205.75
13615,92,2,399.99,159.996,1,3,2,Regular,799.98
13623,30,4,371.69,148.676,3,4,2,Loyal,1486.76
13626,32,1,257.23,102.892,3,1,2,Regular,257.23
13627,137,1,311.19,124.476,1,1,2,At Risk,311.19
13629,19,3,2067.0,826.8,4,3,4,Regular,6201.0
13630,24,3,716.52,286.608,3,3,3,Regular,2149.56
13631,46,1,80.0,32.0,2,1,1,Regular,80.0
13632,13,2,610.69,244.276,4,3,3,Regular,1221.38
13634,21,2,597.61,239.044,3,3,3,Regular,1195.22
13636,28,4,533.95,213.58,3,4,3,Loyal,2135.8
13637,5,1,416.4,166.56,4,1,3,Regular,416.4
13647,14,1,424.64,169.856,4,1,3,Regular,424.64
13649,36,2,346.6,138.64000000000001,3,3,2,Regular,693.2
13650,46,1,372.12,148.848,2,1,2,Regular,372.12
13652,36,2,638.24,255.29600000000002,3,3,3,Regular,1276.48
13654,21,2,798.24,319.296,3,3,3,Regular,1596.48
13655,21,1,383.65,153.46,3,1,2,Regular,383.65
13656,116,1,162.70000000000002,65.08,1,1,1,At Risk,162.70000000000002
13659,99,1,1035.2,414.08,1,1,4,Regular,1035.2
13662,34,2,223.95000000000002,89.58,3,3,2,Regular,447.90000000000003
13666,66,2,64.05,25.62,2,3,1,Regular,128.1
13668,6,11,2926.43,1170.5720000000001,4,4,4,VIP,32190.73
13672,80,6,-71.46,-28.583999999999996,2,4,1,Loss Customers,-428.76
13675,63,1,308.44,123.376,2,1,2,Regular,308.44
13680,116,3,871.48,348.59200000000004,1,3,3,At Risk,2614.44
13684,65,2,62.13,24.852,2,3,1,Regular,124.26
13692,0,2,841.68,336.67199999999997,4,3,3,Regular,1683.36
13693,104,2,-32.0,-12.799999999999999,1,3,1,Loss Customers,-64.0
13694,6,21,20861.75,8344.7,4,4,4,VIP,438096.75
13695,6,3,230.88,92.352,4,3,2,Regular,692.64
13700,19,5,927.17,370.868,4,4,4,Loyal,4635.849999999999
13703,97,1,99.5,39.8,1,1,1,Regular,99.5
13705,153,1,318.14,127.256,1,1,2,At Risk,318.14
13706,82,1,330.79,132.316,2,1,2,Regular,330.79
13707,46,2,806.41,322.564,2,3,3,Regular,1612.82
13708,50,1,285.33,114.132,2,1,2,Regular,285.33
13709,94,1,454.3,181.72,1,1,3,Regular,454.3
13712,25,1,228.84,91.536,3,1,2,Regular,228.84
13715,60,8,1051.99,420.796,2,4,4,VIP,8415.92
13716,48,1,138.28,55.312,2,1,1,Regular,138.28
13717,12,3,557.84,223.136,4,3,3,Regular,1673.52
13718,25,2,306.55,122.62000000000002,3,3,2,Regular,613.1
13719,13,1,132.9,53.16,4,1,1,Regular,132.9
13720,17,2,432.1,172.84,4,3,3,Regular,864.2
13722,62,1,1463.47,585.388,2,1,4,Regular,1463.47
13725,4,8,1714.0,685.6,4,4,4,VIP,13712.0
13728,33,2,341.58,136.632,3,3,2,Regular,683.16
13731,26,1,308.12,123.24799999999999,3,1,2,Regular,308.12
13735,13,2,915.01,366.004,4,3,4,Regular,1830.02
13736,39,2,349.63,139.852,3,3,2,Regular,699.26
13740,20,1,350.75,140.3,4,1,2,Regular,350.75
13742,17,5,1308.0,523.2,4,4,4,Loyal,6540.0
13743,38,1,141.72,56.688,3,1,1,Regular,141.72
13744,71,1,817.3199999999999,326.928,2,1,3,Regular,817.3199999999999
13747,153,1,79.6,31.839999999999996,1,1,1,At Risk,79.6
13748,11,3,580.85,232.33999999999997,4,3,3,Regular,1742.5500000000002
13750,76,2,688.8000000000001,275.5200000000001,2,3,3,Regular,1377.6000000000001
13751,67,1,296.25,118.5,2,1,2,Regular,296.25
13752,25,1,277.6,111.04,3,1,2,Regular,277.6
13753,66,1,741.26,296.504,2,1,3,Regular,741.26
13754,96,1,156.0,62.400000000000006,1,1,1,Regular,156.0
13756,138,3,1004.4000000000001,401.76,1,3,4,At Risk,3013.2000000000003
13758,32,4,1458.15,583.26,3,4,4,Loyal,5832.6
13760,35,1,135.09,54.036,3,1,1,Regular,135.09
13764,116,1,499.89,199.95600000000002,1,1,3,At Risk,499.89
13767,5,23,5617.56,2247.0240000000003,4,4,4,VIP,129203.88
13769,14,7,1121.5,448.6,4,4,4,VIP,7850.5
13771,26,1,871.6,348.64,3,1,3,Regular,871.6
13772,18,1,228.42,91.368,4,1,2,Regular,228.42
13777,26,22,9462.36,3784.944,3,4,4,VIP,208171.92
13781,29,1,127.84,51.136,3,1,1,Regular,127.84
13782,13,2,361.3,144.52,4,3,2,Regular,722.6
13784,61,4,426.39,170.55599999999998,2,4,3,Loyal,1705.56
13786,146,1,230.39999999999998,92.16,1,1,2,At Risk,230.39999999999998
13787,143,1,106.4,42.56,1,1,1,At Risk,106.4
13792,66,1,74.60000000000001,29.840000000000003,2,1,1,Regular,74.60000000000001
13798,7,28,16950.23,6780.092,4,4,4,VIP,474606.44
13799,73,1,341.7,136.68,2,1,2,Regular,341.7
13800,88,1,558.32,223.328,2,1,3,Regular,558.32
13802,34,4,2962.91,1185.164,3,4,4,Loyal,11851.64
13803,34,1,277.07,110.828,3,1,2,Regular,277.07
13804,69,1,723.63,289.452,2,1,3,Regular,723.63
13807,146,1,112.6,45.040000000000006,1,1,1,At Risk,112.6
13809,84,1,155.05,62.02,2,1,1,Regular,155.05
13811,15,3,258.75,103.5,4,3,2,Regular,776.25
13815,97,1,1012.01,404.80400000000003,1,1,4,Regular,1012.01
13817,131,1,128.7,51.480000000000004,1,1,1,At Risk,128.7
13819,81,3,1140.35,456.14,2,3,4,Regular,3421.0499999999997
13821,41,1,270.15,108.06,3,1,2,Regular,270.15
13824,21,2,1102.18,440.872,3,3,4,Regular,2204.36
13829,138,1,-102.0,-40.800000000000004,1,1,1,Loss Customers,-102.0
13831,148,1,408.0,163.2,1,1,3,At Risk,408.0
13837,96,1,109.05,43.620000000000005,1,1,1,Regular,109.05
13838,149,1,230.66,92.26400000000001,1,1,2,At Risk,230.66
13841,31,1,85.0,34.0,3,1,1,Regular,85.0
13842,7,5,1527.33,610.932,4,4,4,Loyal,7636.65
13846,21,3,646.48,258.59200000000004,3,3,3,Regular,1939.44
13848,77,2,935.0,374.0,2,3,4,Regular,1870.0
13851,67,1,246.32,98.528,2,1,2,Regular,246.32
13854,5,15,4078.72,1631.488,4,4,4,VIP,61180.799999999996
13859,105,1,201.16,80.464,1,1,1,At Risk,201.16
13862,11,4,842.71,337.084,4,4,3,Loyal,3370.84
13863,24,2,299.56,119.824,3,3,2,Regular,599.12
13865,68,1,123.30000000000001,49.32,2,1,1,Regular,123.30000000000001
13869,42,3,1573.16,629.264,3,3,4,Regular,4719.4800000000005
13870,67,1,544.03,217.612,2,1,3,Regular,544.03
13871,14,4,1764.24,705.696,4,4,4,Loyal,7056.96
13873,83,2,113.55,45.42,2,3,1,Regular,227.1
13874,137,1,540.45,216.18,1,1,3,At Risk,540.45
13875,37,2,683.6800000000001,273.472,3,3,3,Regular,1367.3600000000001
13880,17,4,799.73,319.892,4,4,3,Loyal,3198.92
13881,21,3,2009.1200000000001,803.648,3,3,4,Regular,6027.360000000001
13883,32,2,949.8100000000001,379.92400000000004,3,3,4,Regular,1899.6200000000001
13884,56,4,189.95000000000002,75.98,2,4,1,Loyal,759.8000000000001
13890,96,2,185.25,74.10000000000001,1,3,1,Regular,370.5
13892,25,1,54.519999999999996,21.808000000000003,3,1,1,Regular,54.519999999999996
13893,77,1,821.1,328.44,2,1,3,Regular,821.1
13894,81,2,150.95,60.38,2,3,1,Regular,301.9
13898,105,1,155.93,62.372,1,1,1,At Risk,155.93
13899,54,1,298.5,119.4,2,1,2,Regular,298.5
13900,42,1,357.58000000000004,143.032,3,1,2,Regular,357.58000000000004
13901,35,2,648.3,259.32,3,3,3,Regular,1296.6
13904,74,1,201.12,80.44800000000001,2,1,1,Regular,201.12
13908,55,1,496.0,198.4,2,1,3,Regular,496.0
13911,25,4,1089.5,435.8,3,4,4,Loyal,4358.0
13918,32,1,198.2,79.28,3,1,1,Regular,198.2
13922,131,1,172.25,68.9,1,1,1,At Risk,172.25
13929,101,2,373.05,149.22,1,3,2,At Risk,746.1
13931,60,1,378.21000000000004,151.284,2,1,2,Regular,378.21000000000004
13932,74,1,307.4,122.96000000000001,2,1,2,Regular,307.4
13934,43,1,922.1,368.84000000000003,3,1,4,Regular,922.1
13939,89,2,172.7,69.08,1,3,1,Regular,345.4
13941,76,3,2043.3600000000001,817.344,2,3,4,Regular,6130.08
13946,47,1,209.85,83.94,2,1,1,Regular,209.85
13948,140,1,102.0,40.8,1,1,1,At Risk,102.0
13950,26,1,179.30999999999997,71.72399999999999,3,1,1,Regular,179.30999999999997
13951,15,2,516.05,206.42000000000002,4,3,3,Regular,1032.1
13952,18,1,2042.761,817.1044,4,1,4,Regular,2042.761
13953,54,2,1000.0,400.0,2,3,4,Regular,2000.0
13955,84,1,205.1,82.04,2,1,1,Regular,205.1
13956,22,2,290.32,116.128,3,3,2,Regular,580.64
13958,151,1,-102.45,-40.980000000000004,1,1,1,Loss Customers,-102.45
13959,60,2,337.44,134.976,2,3,2,Regular,674.88
13962,25,1,117.6,47.04,3,1,1,Regular,117.6
13963,87,4,664.54,265.816,2,4,3,Loyal,2658.16
13969,11,4,1060.17,424.06800000000004,4,4,4,Loyal,4240.68
13971,46,3,630.52,252.208,2,3,3,Regular,1891.56
13973,66,1,264.7,105.88000000000001,2,1,2,Regular,264.7
13975,53,2,648.11,259.244,2,3,3,Regular,1296.22
13982,105,2,903.8,361.52,1,3,3,At Risk,1807.6
13983,11,6,1545.37,618.148,4,4,4,VIP,9272.22
13984,29,3,717.23,286.89200000000005,3,3,3,Regular,2151.69
13985,43,1,393.0,157.20000000000002,3,1,2,Regular,393.0
13988,34,1,631.06,252.424,3,1,3,Regular,631.06
13989,18,1,896.6700000000001,358.668,4,1,3,Regular,896.6700000000001
13993,5,4,1096.82,438.728,4,4,4,Loyal,4387.28
13995,21,2,300.25,120.10000000000001,3,3,2,Regular,600.5
13999,34,3,911.1800000000001,364.472,3,3,4,Regular,2733.54
14001,12,2,1309.14,523.656,4,3,4,Regular,2618.28
14004,68,1,900.02,360.00800000000004,2,1,3,Regular,900.02
14006,20,2,662.09,264.836,4,3,3,Regular,1324.18
14012,56,1,328.8,131.52,2,1,2,Regular,328.8
14013,55,1,118.5,47.4,2,1,1,Regular,118.5
14016,49,2,2231.2999999999997,892.52,2,3,4,Regular,4462.599999999999
14021,35,1,198.89999999999998,79.56,3,1,1,Regular,198.89999999999998
14022,4,1,440.0,176.0,4,1,3,Regular,440.0
14023,29,1,273.14,109.256,3,1,2,Regular,273.14
14030,22,5,1435.02,574.008,3,4,4,Loyal,7175.1
14031,11,12,5435.79,2174.3160000000003,4,4,4,VIP,65229.479999999996
14032,4,8,1194.99,477.99600000000004,4,4,4,VIP,9559.92
14035,47,2,700.58,280.23199999999997,2,3,3,Regular,1401.16
14036,64,1,626.65,250.66000000000003,2,1,3,Regular,626.65
14037,144,1,111.8,44.72,1,1,1,At Risk,111.8
14040,19,4,1085.15,434.06000000000006,4,4,4,Loyal,4340.6
14041,45,1,141.41,56.564,2,1,1,Regular,141.41
14044,89,1,170.44,68.176,1,1,1,Regular,170.44
14045,117,3,1251.75,500.70000000000005,1,3,4,At Risk,3755.25
14046,63,1,154.99,61.996,2,1,1,Regular,154.99
14047,116,4,277.62,111.048,1,4,2,Loyal,1110.48
14048,56,2,375.13,150.05200000000002,2,3,2,Regular,750.26
14049,97,2,1016.06,406.424,1,3,4,Regular,2032.12
14051,5,11,5084.530000000001,2033.8120000000001,4,4,4,VIP,55929.83000000001
14056,17,6,1838.76,735.504,4,4,4,VIP,11032.56
14057,19,8,2257.21,902.884,4,4,4,VIP,18057.68
14059,46,1,183.6,73.44,2,1,1,Regular,183.6
14060,11,9,2672.0,1068.8,4,4,4,VIP,24048.0
14062,18,6,4834.63,1933.8519999999999,4,4,4,VIP,29007.78
14064,19,3,404.97999999999996,161.992,4,3,2,Regular,1214.9399999999998
14066,45,1,152.55,61.02,2,1,1,Regular,152.55
14068,99,1,265.85,106.34,1,1,2,Regular,265.85
14071,21,3,225.4,90.16000000000001,3,3,2,Regular,676.2
14075,40,1,307.92,123.168,3,1,2,Regular,307.92
14077,4,2,199.61,79.844,4,3,1,Regular,399.22
14078,6,3,472.69,189.076,4,3,3,Regular,1418.07
14081,46,4,891.77,356.708,2,4,3,Loyal,3567.08
14082,144,1,182.25,72.9,1,1,1,At Risk,182.25
14083,52,4,458.76,183.50400000000002,2,4,3,Loyal,1835.04
14085,38,10,2460.91,984.364,3,4,4,VIP,24609.1
14088,101,1,7544.91,3017.964,1,1,4,At Risk,7544.91
14090,104,1,76.32000000000001,30.528000000000002,1,1,1,At Risk,76.32000000000001
14092,16,7,1460.16,584.064,4,4,4,VIP,10221.12
14099,34,4,1062.8600000000001,425.144,3,4,4,Loyal,4251.4400000000005
14101,44,3,3068.63,1227.452,2,3,4,Regular,9205.89
14105,18,1,1266.23,506.492,4,1,4,Regular,1266.23
14107,38,4,1160.52,464.208,3,4,4,Loyal,4642.08
14110,24,2,890.76,356.30400000000003,3,3,3,Regular,1781.52
14111,21,1,94.2,37.68000000000001,3,1,1,Regular,94.2
14112,46,2,551.8,220.72,2,3,3,Regular,1103.6
14113,91,4,-25.25,-10.099999999999994,1,4,1,Loss Customers,-101.0
14114,53,2,386.53,154.612,2,3,2,Regular,773.06
14119,133,1,-19.9,-7.959999999999999,1,1,1,Loss Customers,-19.9
14127,35,2,452.23,180.89200000000002,3,3,3,Regular,904.46
14128,35,1,305.54,122.216,3,1,2,Regular,305.54
14129,40,1,358.90000000000003,143.56,3,1,2,Regular,358.90000000000003
14130,98,1,480.91,192.364,1,1,3,Regular,480.91
14133,80,3,302.7,121.08,2,3,2,Regular,908.0999999999999
14135,106,7,1811.91,724.764,1,4,4,VIP,12683.37
14142,152,1,311.81,124.724,1,1,2,At Risk,311.81
14146,34,3,662.3,264.92,3,3,3,Regular,1986.8999999999999
14147,65,1,182.8,73.12,2,1,1,Regular,182.8
14148,13,1,157.2,62.88000000000001,4,1,1,Regular,157.2
14149,0,1,446.62,178.64800000000002,4,1,3,Regular,446.62
14150,139,1,306.18,122.47200000000001,1,1,2,At Risk,306.18
14152,11,2,304.31,121.724,4,3,2,Regular,608.62
14154,18,2,1345.62,538.248,4,3,4,Regular,2691.24
14155,45,1,118.75,47.5,2,1,1,Regular,118.75
14156,13,19,35918.8,14367.52,4,4,4,VIP,682457.2000000001
14157,64,2,236.73000000000002,94.69200000000001,2,3,2,Regular,473.46000000000004
14159,35,2,645.2,258.08,3,3,3,Regular,1290.4
14161,57,2,546.19,218.476,2,3,3,Regular,1092.38
14162,71,1,177.68,71.072,2,1,1,Regular,177.68
14163,18,1,411.87,164.74800000000002,4,1,3,Regular,411.87
14165,54,1,120.44,48.176,2,1,1,Regular,120.44
14167,42,2,259.0,103.60000000000001,3,3,2,Regular,518.0
14175,101,3,262.98,105.19200000000001,1,3,2,At Risk,788.94
14176,76,5,574.0,229.60000000000002,2,4,3,Loyal,2870.0
14180,14,18,2829.67,1131.868,4,4,4,VIP,50934.06
14185,110,1,197.65,79.05999999999999,1,1,1,At Risk,197.65
14188,89,1,398.0,159.20000000000002,1,1,2,Regular,398.0
14189,4,10,1778.72,711.488,4,4,4,VIP,17787.2
14191,0,1,150.32,60.128,4,1,1,Regular,150.32
14193,49,1,422.53999999999996,169.01600000000002,2,1,3,Regular,422.53999999999996
14194,36,6,1539.99,615.996,3,4,4,VIP,9239.94
14195,19,2,779.0999999999999,311.64,4,3,3,Regular,1558.1999999999998
14198,5,2,173.4,69.36,4,3,1,Regular,346.8
14201,13,2,176.28,70.512,4,3,1,Regular,352.56
14205,43,2,-15.3,-6.119999999999996,3,3,1,Loss Customers,-30.6
14206,18,2,308.26,123.304,4,3,2,Regular,616.52
14209,39,2,768.5500000000001,307.42,3,3,3,Regular,1537.1000000000001
14210,6,4,1282.8500000000001,513.14,4,4,4,Loyal,5131.400000000001
14211,6,7,730.44,292.176,4,4,3,Loyal,5113.08
14213,151,1,-1192.2,-476.88,1,1,1,Loss Customers,-1192.2
14214,52,3,634.5,253.8,2,3,3,Regular,1903.5
14215,94,4,910.3100000000001,364.124,1,4,4,Loyal,3641.2400000000002
14217,25,7,604.7,241.88,3,4,3,Loyal,4232.900000000001
14220,26,2,632.4,252.96,3,3,3,Regular,1264.8
14221,118,1,312.95,125.18,1,1,2,At Risk,312.95
14223,40,2,289.0,115.60000000000001,3,3,2,Regular,578.0
14224,99,1,244.3,97.72,1,1,2,Regular,244.3
14226,46,2,943.65,377.46,2,3,4,Regular,1887.3
14227,15,5,1318.52,527.408,4,4,4,Loyal,6592.6
14229,71,4,665.53,266.212,2,4,3,Loyal,2662.12
14231,11,3,594.2,237.68,4,3,3,Regular,1782.6000000000001
14232,36,2,691.53,276.612,3,3,3,Regular,1383.06
14233,90,2,630.95,252.38,1,3,3,Regular,1261.9
14235,5,2,1264.55,505.82,4,3,4,Regular,2529.1
14236,151,1,189.3,75.72,1,1,1,At Risk,189.3
14237,152,1,161.0,64.4,1,1,1,At Risk,161.0
14238,105,1,146.85,58.739999999999995,1,1,1,At Risk,146.85
14239,26,5,884.33,353.732,3,4,3,Loyal,4421.650000000001
14240,5,1,226.85,90.74000000000001,4,1,2,Regular,226.85
14242,14,2,280.55,112.22,4,3,2,Regular,561.1
14243,25,6,1498.07,599.2280000000001,3,4,4,VIP,8988.42
14245,35,2,995.2,398.08000000000004,3,3,4,Regular,1990.4
14246,25,1,449.64,179.856,3,1,3,Regular,449.64
14247,57,1,136.76999999999998,54.708,2,1,1,Regular,136.76999999999998
14248,97,1,302.58,121.03200000000001,1,1,2,Regular,302.58
14256,33,3,935.0600000000001,374.024,3,3,4,Regular,2805.1800000000003
14257,98,1,620.14,248.056,1,1,3,Regular,620.14
14258,25,5,6066.66,2426.664,3,4,4,Loyal,30333.3
14262,19,1,240.0,96.0,4,1,2,Regular,240.0
14264,24,2,101.2,40.480000000000004,3,3,1,Regular,202.4
14267,20,4,809.01,323.604,4,4,3,Loyal,3236.04
14270,111,1,492.65000000000003,197.06,1,1,3,At Risk,492.65000000000003
14271,4,1,112.32,44.928,4,1,1,Regular,112.32
14272,33,1,132.09,52.836000000000006,3,1,1,Regular,132.09
14273,21,1,112.8,45.120000000000005,3,1,1,Regular,112.8
14276,60,2,264.9,105.96000000000001,2,3,2,Regular,529.8
14282,6,3,1001.58,400.632,4,3,4,Regular,3004.7400000000002
14286,22,1,2050.08,820.032,3,1,4,Regular,2050.08
14289,20,2,469.54,187.81600000000003,4,3,3,Regular,939.08
14290,95,2,770.36,308.144,1,3,3,Regular,1540.72
14291,54,1,984.88,393.952,2,1,4,Regular,984.88
14292,62,2,450.84999999999997,180.34,2,3,3,Regular,901.6999999999999
14293,84,2,508.02000000000004,203.20800000000003,2,3,3,Regular,1016.0400000000001
14295,112,1,-11.5,-4.6000000000000005,1,1,1,Loss Customers,-11.5
14297,54,1,232.6,93.03999999999999,2,1,2,Regular,232.6
14298,5,25,24003.35,9601.34,4,4,4,VIP,600083.75
14299,95,9,527.69,211.07600000000002,1,4,3,Loyal,4749.210000000001
14304,2,2,197.1,78.84,4,3,1,Regular,394.2
14307,103,2,1270.56,508.22400000000005,1,3,4,At Risk,2541.12
14309,14,5,903.03,361.212,4,4,3,Loyal,4515.15
14311,4,2,229.71,91.884,4,3,2,Regular,459.42
14312,52,3,594.02,237.608,2,3,3,Regular,1782.06
14315,45,1,530.4,212.16,2,1,3,Regular,530.4
14320,102,2,217.83,87.132,1,3,2,At Risk,435.66
14321,113,1,326.82,130.728,1,1,2,At Risk,326.82
14323,12,2,286.72,114.688,4,3,2,Regular,573.44
14326,14,2,166.85,66.74000000000001,4,3,1,Regular,333.7
14329,6,5,2086.0,834.4000000000001,4,4,4,Loyal,10430.0
14334,12,5,1295.03,518.0120000000001,4,4,4,Loyal,6475.15
14336,55,1,534.4200000000001,213.768,2,1,3,Regular,534.4200000000001
14339,14,4,289.90999999999997,115.964,4,4,2,Loyal,1159.6399999999999
14341,96,3,319.73,127.89200000000001,1,3,2,Regular,959.19
14344,35,5,584.38,233.752,3,4,3,Loyal,2921.9
14346,76,1,262.44,104.97600000000001,2,1,2,Regular,262.44
14348,39,1,409.57,163.828,3,1,3,Regular,409.57
14350,49,2,258.7,103.48,2,3,2,Regular,517.4
14352,14,2,845.32,338.12800000000004,4,3,3,Regular,1690.64
14355,144,1,174.4,69.76,1,1,1,At Risk,174.4
14367,19,4,1897.6200000000001,759.048,4,4,4,Loyal,7590.4800000000005
14368,99,1,155.0,62.0,1,1,1,Regular,155.0
14371,74,1,100.5,40.2,2,1,1,Regular,100.5
14373,137,1,76.55,30.620000000000005,1,1,1,At Risk,76.55
